LAMMPS data file via write_data, version 7 Aug 2019, timestep = 405098

100 atoms
2 atom types

0.0000000000000000e+00 4.3679023236814940e+00 xlo xhi
0.0000000000000000e+00 4.3679023236814940e+00 ylo yhi
0.0000000000000000e+00 4.3679023236814940e+00 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 0.88

Atoms # atomic

1 1 3.5409404612852371e+00 1.5647295875975826e+00 2.2074028927423162e+00 -1 1 1
2 1 9.8688845657778512e-01 1.5847573865915014e+00 1.3884141023367804e+00 1 -1 0
3 1 2.8385776373005127e+00 2.8801419100000353e-01 4.2369462174332835e+00 1 0 1
4 1 2.8820749570052873e+00 3.5000839397555622e-01 1.1673695629741465e+00 1 -1 1
5 1 9.8260049378846581e-01 2.4561807206412398e+00 7.7139544523086301e-01 2 -1 0
6 1 2.1756456116720755e+00 1.0278667604199221e+00 3.1159116164916836e+00 -1 2 0
7 1 1.7745433184673076e+00 3.3170447910824890e+00 1.2931624990522430e+00 3 -1 1
8 1 6.0085069647208056e-01 3.3675531330995025e+00 1.1298629658581305e+00 -1 -1 -3
9 2 2.0489245260103113e+00 6.2466374208643871e-01 3.9296362236729592e+00 0 -3 -3
10 2 1.0976624794677525e+00 3.9827516315476523e+00 4.0427115341645123e+00 -2 -2 -2
11 1 2.2661539006517142e+00 4.0528568444334958e+00 2.0150885698542380e+00 0 -4 0
12 1 2.2250526997017332e+00 1.9889350323526642e+00 3.2792621022807122e-01 2 1 -2
13 1 4.2142468968560260e+00 2.4318580853317915e+00 2.5989598322674632e+00 -5 2 2
14 1 7.2618997847782230e-01 2.6561723701487980e+00 3.1835568406889285e+00 -1 1 0
15 1 4.0201983135340749e+00 1.4754545340898289e+00 4.1159890278802465e+00 -1 3 4
16 1 1.2764972584601766e-01 2.4254892914831725e+00 1.5167450863408523e+00 1 -2 -1
17 1 1.6525622608678617e-01 1.6690349137198532e+00 3.2215554141154046e+00 0 -2 -1
18 1 1.7176218943136381e+00 2.3040316575847530e+00 3.1137276402310063e+00 0 1 0
19 2 4.1727501136296006e+00 3.5990829891918583e+00 6.6607828250431977e-01 0 1 0
20 2 3.9617010714868353e+00 3.2221304982850856e+00 2.3868170726347961e+00 -1 -1 1
21 1 1.2947457459294696e+00 3.7120075967166960e-01 1.1458992680562297e-01 1 1 1
22 1 2.8159122814608515e+00 1.3447193435605502e+00 3.9975514449465970e+00 1 2 -1
23 1 4.8276022060880847e-01 3.1811891538720185e+00 2.1755818467797972e+00 0 -1 -2
24 1 2.8579235184876586e+00 3.6619043295720957e+00 1.2289351310026677e+00 1 -1 2
25 1 4.3431539518831395e+00 2.7481262924379077e+00 4.4940272750564747e-01 -1 -2 0
26 1 2.9553451876025809e+00 3.6482698804697429e+00 3.8731795368855071e+00 1 -1 -2
27 1 1.1561564362300651e+00 1.4194595896023499e+00 3.6855497243101309e-01 2 0 0
28 1 4.0137006560656990e-01 4.3393880966324714e+00 3.6651504983899827e+00 0 0 -2
29 2 2.4002801265806943e+00 1.8391982568001466e+00 3.4024645163963259e+00 1 -1 -3
30 2 3.4110589062315415e+00 2.9291386550183618e+00 4.0380847227576364e+00 -1 -1 3
31 1 4.1445851832632021e+00 2.5525165819412532e+00 3.7696301111015540e+00 0 -1 0
32 1 1.6590869037102407e+00 3.9827905485439763e-01 2.4157045465791867e+00 -1 -1 0
33 1 1.5520503079467498e+00 2.5959330982666722e+00 4.1147684365216772e+00 -1 -2 -3
34 1 1.9741405738303199e+00 1.5802412251462785e+00 2.1945705442258738e+00 -3 -3 1
35 1 1.8567094347373103e+00 7.7737179015261404e-01 1.4203612839860253e+00 1 3 -1
36 1 8.9825077221407090e-01 5.8098009775946324e-01 1.0677994573574590e+00 4 0 1
37 1 1.3446105329733657e+00 3.4931457908855101e+00 3.7391870588196835e-01 -1 0 0
38 1 2.2919263717514810e-01 1.5264140089045466e+00 2.1614598876613971e+00 2 -1 -2
