LAMMPS data file via write_data, version 7 Aug 2019, timestep = 10000

152 atoms
1 atom types

0.0000000000000000e+00 3.0000000000000000e+02 xlo xhi
0.0000000000000000e+00 3.0000000000000000e+02 ylo yhi
0.0000000000000000e+00 3.0000000000000000e+02 zlo zhi

Masses

1 98551

Atoms # full

4 0 1 0.0000000000000000e+00 1.7905358163595849e+01 3.5354655555148938e+01 5.5695915387801790e+01 0 0 0
49 0 1 0.0000000000000000e+00 6.4840073634330210e+01 1.7117572187966466e+01 4.5035763152426000e+01 0 1 0
46 0 1 0.0000000000000000e+00 5.0124566478247090e+01 4.3588799898786839e+01 9.6959898910466535e+01 0 0 0
120 0 1 0.0000000000000000e+00 5.5529195259105975e+01 7.9184719794050210e+01 5.7585578601614387e+01 0 0 0
124 0 1 0.0000000000000000e+00 3.4502504875186135e+00 8.8359943725336322e+01 6.5574191727477213e+01 0 0 0
110 0 1 0.0000000000000000e+00 4.1259842420117856e+01 5.4171554920809150e+01 1.1323554039152114e+01 0 0 1
36 0 1 0.0000000000000000e+00 1.0056133808128600e+02 8.4409132173475413e+01 1.4284439601136564e+01 0 0 0
53 0 1 0.0000000000000000e+00 1.7087804488645776e+02 9.7300406695483446e+01 2.7935330990206143e+01 0 0 0
59 0 1 0.0000000000000000e+00 1.1708043688772266e+02 7.0902771954845065e+01 6.2888245081011327e+01 0 0 0
147 0 1 0.0000000000000000e+00 2.0174736090784302e+02 6.7894778117954161e+01 5.7535828455600814e+01 0 0 0
25 0 1 0.0000000000000000e+00 2.4409645909634256e+02 2.9188032229052872e+01 6.3257673691612517e+01 0 0 0
81 0 1 0.0000000000000000e+00 2.8044374137206177e+02 6.7961240242217315e+01 2.4564750946389864e+01 0 0 0
90 0 1 0.0000000000000000e+00 2.4996635267742272e+02 8.4489449443989173e+01 6.4176805126097420e+01 0 0 0
35 0 1 0.0000000000000000e+00 2.3011150072799600e+02 8.3992735428732246e+01 1.5904350702606312e+01 0 0 0
118 0 1 0.0000000000000000e+00 2.1932429099424010e+02 3.3358740193470723e+01 1.0346431662489859e+01 0 0 0
123 0 1 0.0000000000000000e+00 2.6954952504930532e+02 1.8867503674173498e+01 6.1342518339558749e+00 0 0 0
40 0 1 0.0000000000000000e+00 7.6185117371466518e+01 1.4326766223798865e+02 4.9599233874864517e+01 0 0 0
108 0 1 0.0000000000000000e+00 6.6593798769914443e+01 1.9197592595218492e+02 3.9387478371796888e+01 0 0 0
103 0 1 0.0000000000000000e+00 2.9035938567964291e+01 1.5701951177651972e+02 2.6934427966798850e+01 1 0 0
145 0 1 0.0000000000000000e+00 3.4778118196305876e+01 1.1583252531282255e+02 9.7252932608711035e+01 0 0 0
